loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
34729,TOI-5704 b,TOI-5704,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,3.771116,0.0000115,-0.0000107,0,,,,,3.227,0.187,-0.14,0,0.288,0.017,-0.012,0,,,,,,,,,,,,,,,,,,949,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4590,126,-126,0,0.76,0.06,-0.06,0,0.73,0.08,-0.08,0,0.428,0.1,-0.1,0,[Fe/H],4.54,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m17.97s,169.8248694,+44d59m20.68s,44.9890782,89.637,0.2702,-0.2687,11.529,0.046,-0.046,9.021,0.018,-0.018,11.2746,0.001116,-0.001116,5/26/2023,2023-01,5/26/2023
34731,TOI-5713 b,TOI-5713,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GHACHOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.263G/abstract target=ref>Ghachoui et al. 2024</a>,10.441989,0.000015,-0.000014,0,0.06008,0.00046,-0.00046,0,1.77,0.17,-0.14,0,0.158,0.015,-0.012,0,,,,,,,,,,0.24,0.4,-0.17,0,2.26,0.17,-0.6,0,347,3,-3,0,0,<a refstr=GHACHOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.263G/abstract target=ref>Ghachoui et al. 2024</a>,M3.5+/-0.5,3225,41,-40,0,0.3,0.01,-0.01,0,0.27,0.01,-0.01,0,-0.03,0.13,-0.13,0,[Fe/H],4.91,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h53m50.10s,208.4587323,+52d36m09.95s,52.6027628,40.8668,0.073,-0.0728,15.355,0.018,-0.018,10.217,0.016,-0.016,14.0104,0.000528,-0.000528,11/4/2024,2024-10,11/4/2024
34732,TOI-5720 b,TOI-5720,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,1.4344555,0.0000036,-0.0000036,0,0.018288,0.000279,-0.000279,0,1.09,0.07,-0.07,0,0.097,0.006,-0.006,0,4.3,,,1,0.01353,,,1,Mass,,,,,41.7,4.5,-4.5,0,708,19,-19,0,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,M3.5 +/- 1.0,3325,75,-75,0,0.38,0.02,-0.02,0,0.38,0.02,-0.02,0,0.03,0.2,-0.2,0,[Fe/H],5.01,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h21m15.26s,170.3135774,+25d16m23.86s,25.2732942,35.8256,0.1273,-0.1264,13.847,0.043,-0.043,9.288,0.015,-0.015,12.8215,0.000608,-0.000608,5/29/2024,2024-05,5/29/2024
34735,TOI-5799 b,TOI-5799,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,4.164753,0.00038,-0.000427,0,0.0352,0.0011,-0.0011,0,1.625,0.192,-0.128,0,0.145,0.017,-0.011,0,,,,,,,,,,,,,,11.91,1.29,-1.29,0,518,20,-20,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,,3514,95,-94,0,0.33,0.01,-0.01,0,0.34,0.03,-0.03,0,-0.08,0.25,-0.34,0,[Fe/H],4.93,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h06m31.24s,301.630179,+15d59m20.91s,15.9891418,27.8123,0.02505,-0.02505,13.29,0.077,-0.077,8.952,0.021,-0.021,12.3212,0.000266,-0.000266,4/15/2024,2023-11,4/15/2024
34737,TOI-5803 b,TOI-5803,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,5.38305,0.000207,-0.0002,0,,,,,3.273,0.125,-0.119,0,0.292,0.011,-0.011,0,,,,,,,,,,,,,,,,,,679,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,5134,121,-121,0,0.76,0.05,-0.05,0,0.87,0.1,-0.1,0,,,,,,4.61,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h48m59.70s,327.2487497,+06d16m41.44s,6.2781777,84.0126,0.4514,-0.4468,10.655,0.011,-0.011,8.684,0.021,-0.021,10.4782,0.000683,-0.000683,5/26/2023,2023-01,5/26/2023
34738,TOI-6002 b,TOI-6002,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GHACHOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.263G/abstract target=ref>Ghachoui et al. 2024</a>,10.904821,0.000021,-0.000018,0,0.05722,0.00044,-0.00044,0,1.65,0.22,-0.19,0,0.147,0.02,-0.017,0,,,,,,,,,,0.15,0.42,-0.11,0,1.68,0.17,-0.37,0,321,7,-5,0,0,<a refstr=GHACHOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.263G/abstract target=ref>Ghachoui et al. 2024</a>,M3.5+/-0.5,3229,77,-57,0,0.24,0.01,-0.01,0,0.21,0,0,0,-0.18,0.12,-0.12,0,[Fe/H],4.99,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m27.42s,299.6142524,+32d17m13.81s,32.2871702,32.0266,0.0448,-0.0447,14.6,0.2,-0.2,10.175,0.019,-0.019,13.9558,0.000419,-0.000419,11/4/2024,2024-10,11/4/2024
34741,TOI-6008 b,TOI-6008,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,0.8574347,0.0000424,-0.0000424,0,0.010777,0.000162,-0.000162,0,1.03,0.05,-0.05,0,0.092,0.004,-0.004,0,4,,,1,0.01259,,,1,Mass,,,,,41.5,4.5,-4.5,0,707,19,-19,0,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,M5.0,3075,75,-75,0,0.24,0.01,-0.01,0,0.23,0.01,-0.01,0,0.3,,,1,[Fe/H],5.01,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h41m47.70s,310.4487344,+49d38m48.84s,49.6468992,23.1008,0.0293,-0.0291,15.97,0.2,-0.2,9.541,0.018,-0.018,13.7122,0.00055,-0.00055,5/28/2024,2024-05,5/28/2024
34743,TOI-6029 b,TOI-6029,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,5.7987,0.0004,-0.0004,0,,,,,14.392,1.098,-1.098,0,1.284,0.098,-0.098,0,519.64945,10.17051,-10.17051,0,1.635,0.032,-0.032,0,Mass,0.091,0.017,-0.015,0,,,,,,,,,0,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,,6223,100,-100,0,2.34,0.03,-0.09,0,1.55,0.03,-0.09,0,0.37,0.06,-0.06,0,[Fe/H],3.89,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h33m32.70s,8.3862555,+61d51m38.76s,61.8607659,603.119,11.717,-11.286,12.858,0.038,-0.038,10.369,0.023,-0.023,12.2681,0.000161,-0.000161,8/16/2024,2024-08,8/16/2024
34745,TOI-6034 b,TOI-6034,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,2.576184,0.000002,-0.000002,0,0.02949,0.00043,-0.00044,0,11.92,0.48,-0.48,0,1.063,0.042,-0.042,0,254,24,-24,0,0.798,0.075,-0.075,0,Mass,0.04,0.042,-0.028,0,43,5,-5,0,714,21,-21,0,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,,3635,88,-88,0,0.49,0.01,-0.01,0,0.51,0.03,-0.02,0,-0.09,0.12,-0.12,0,[Fe/H],4.77,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h11m36.03s,317.9001392,+68d24m07.47s,68.4020762,117.992,0.375,-0.373,15.189,0.057,-0.057,11.016,0.023,-0.023,14.3143,0.00037,-0.00037,9/3/2024,2024-08,9/3/2024
34747,TOI-6086 b,TOI-6086,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,1.3888725,0.0000827,-0.0000827,0,0.01541,0.00024,-0.00024,0,1.18,0.07,-0.07,0,0.105,0.006,-0.006,0,,,,,,,,,,,,,,26.8,2.7,-2.7,0,634,16,-16,0,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,M3.0,3200,75,-75,0,0.26,0.01,-0.01,0,0.25,0.01,-0.01,0,0.11,0.2,-0.2,0,[Fe/H],5.01,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h41m28.90s,265.3704236,+30d18m13.59s,30.3037755,31.4566,0.0406,-0.0404,14.981,0.063,-0.063,9.989,0.019,-0.019,13.6971,0.000663,-0.000663,5/28/2024,2024-05,5/28/2024
34749,TOI-615 b,TOI-615,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,4.6615983,0.0000025,-0.0000016,0,0.0678,0.0031,-0.0026,0,18.977,0.583,-0.639,0,1.693,0.052,-0.057,0,138.25536,27.33324,-26.06193,0,0.435,0.086,-0.082,0,Mass,0.39,,,1,1286,96,-154,0,1666,24,-24,0,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,F2 V,6850,100,-100,0,1.73,0.06,-0.06,0,1.45,0.09,-0.09,0,-0.1,0.07,-0.07,0,[Fe/H],4.2,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m38.09s,133.4086892,-40d32m37.32s,-40.543701,360.408,3.993,-3.909,10.825,0.008,-0.008,9.669,0.021,-0.021,10.5775,0.000301,-0.000301,7/26/2023,2023-07,7/26/2023
34750,TOI-620 b,TOI-620,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>,5.0988179,0.0000045,-0.0000046,0,0.04825,0.00065,-0.00066,0,3.76,0.15,-0.15,0,0.335,0.013,-0.013,0,,,,,,,,,,0.22,0.28,-0.12,0,20.8,1.3,-3.5,0,604,6,-5,0,0,<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>,M2.5 V,3708,57,-56,0,0.55,0.02,-0.02,0,0.58,0.02,-0.02,0,0.35,0.11,-0.12,0,[Fe/H],4.72,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h28m41.63s,142.1734459,-12d10m01.79s,-12.1671652,33.0231,0.0586,-0.0583,12.262,0.024,-0.024,7.954,0.027,-0.027,11.3104,0.00129,-0.00129,4/12/2022,2022-04,4/12/2022
34752,TOI-622 b,TOI-622,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,6.402513,0.000031,-0.000054,0,0.0708,0.0052,-0.0059,0,9.236,0.314,-0.325,0,0.824,0.028,-0.029,0,96.30201,21.93016,-22.88365,0,0.303,0.069,-0.072,0,Mass,0.42,,,1,602,103,-118,0,1388,22,-22,0,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,F6 V,6400,100,-100,0,1.42,0.05,-0.05,0,1.31,0.08,-0.08,0,0.09,0.07,-0.07,0,[Fe/H],4.2,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h21m13.21s,125.3050544,-46d29m03.47s,-46.4842959,123.297,0.471,-0.467,8.995,0.002,-0.002,7.858,0.023,-0.023,8.89103,0.00028,-0.00028,7/25/2023,2023-07,7/25/2023
34754,TOI-6255 b,TOI-6255,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..101D/abstract target=ref>Dai et al. 2024</a>,0.23818244,0.00000012,-0.00000012,0,,,,,1.079,0.065,-0.065,0,0.096,0.006,-0.006,0,1.44,0.14,-0.14,0,0.00453,0.00044,-0.00044,0,Mass,0,,,0,,,,,,,,,0,<a refstr=DAI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..101D/abstract target=ref>Dai et al. 2024</a>,,3421,70,-70,0,0.37,0.01,-0.01,0,0.35,0.01,-0.01,0,-0.14,0.09,-0.09,0,[Fe/H],4.85,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h06m00.76s,331.5031606,+39d17m55.78s,39.2988284,20.3167,0.0236,-0.0236,12.747,0.052,-0.052,8.071,0.02,-0.02,11.6345,0.000929,-0.000929,8/16/2024,2024-09,8/16/2024
34757,TOI-628 b,TOI-628,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,3.4095675,0.000007,-0.0000069,0,0.0486,0.0008,-0.00094,0,11.882,0.46,-0.381,0,1.06,0.041,-0.034,0,2011.8639,92.1707,-98.5273,0,6.33,0.29,-0.31,0,Mass,0.072,0.021,-0.023,0,,,,,1586,52,-40,0,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6250,220,-190,0,1.34,0.05,-0.04,0,1.31,0.07,-0.07,0,0.258,0.078,-0.08,0,[Fe/H],4.3,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m03.13s,99.2630608,+01d46m03.18s,1.7675497,178.68,3.04,-2.942,10.112,0.006,-0.006,8.811,0.019,-0.019,10.0579,0.000494,-0.000494,2/25/2021,2021-04,3/4/2021
34760,TOI-640 b,TOI-640,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,5.0037775,0.0000048,-0.0000048,0,0.06608,0.00098,-0.0011,0,19.851,0.673,-0.628,0,1.771,0.06,-0.056,0,279.6904,50.8528,-50.8528,0,0.88,0.16,-0.16,0,Mass,0.05,0.054,-0.035,0,,,,,1749,26,-30,0,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6460,130,-150,0,2.08,0.06,-0.06,0,1.54,0.07,-0.08,0,0.072,0.085,-0.076,0,[Fe/H],3.99,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h38m56.30s,99.7345935,-36d38m46.07s,-36.64613,341.997,2.839,-2.794,10.51,0.006,-0.006,9.243,0.023,-0.023,10.4006,0.000289,-0.000289,2/25/2021,2021-04,3/4/2021
34761,TOI-654.01,TOI-654,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,1.5275657,,,0,0.02102,,,0,2.371,0.125,-0.125,0,0.211,0.011,-0.011,0,,,,,,,,,,,,,,53.35,,,0,749,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,3433,,,0,0.43,,,0,0.53,,,0,,,,,,4.9,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m53.89s,164.7245509,-05d32m51.16s,-5.5475446,57.7553,0.183,-0.1819,14.54,0.1,-0.1,9.918,0.021,-0.021,13.4339,0.000547,-0.000547,6/11/2024,2024-05,6/11/2024
34763,TOI-663 b,TOI-663,1,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,2.598902,0.0000032,-0.000003,0,0.0295,0.0011,-0.0011,0,2.27,0.1,-0.09,0,0.203,0.009,-0.008,0,4.45,0.63,-0.66,0,0.014,0.00198,-0.00208,0,Mass,,,,,49.1,9.3,-8.1,0,674,30,-30,0,0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,M1 V,3681,70,-70,0,0.51,0.01,-0.01,0,0.51,0.01,-0.01,0,0.07,0.12,-0.12,0,[Fe/H],4.73,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h40m15.80s,160.0658525,-08d30m39.90s,-8.5110827,64.2308,0.1799,-0.1799,13.667,0.023,-0.023,9.607,0.021,-0.021,12.8191,0.000515,-0.000515,6/25/2024,2024-05,6/25/2024
34765,TOI-663 c,TOI-663,1,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,4.6955507,0.0000095,-0.0000094,0,0.0437,0.0016,-0.0016,0,2.26,0.1,-0.1,0,0.202,0.009,-0.009,0,3.65,0.97,-0.97,0,0.01148,0.00305,-0.00305,0,Mass,,,,,22.3,4.2,-3.7,0,553,24,-24,0,0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,M1 V,3681,70,-70,0,0.51,0.01,-0.01,0,0.51,0.01,-0.01,0,0.07,0.12,-0.12,0,[Fe/H],4.73,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h40m15.80s,160.0658525,-08d30m39.90s,-8.5110827,64.2308,0.1799,-0.1799,13.667,0.023,-0.023,9.607,0.021,-0.021,12.8191,0.000515,-0.000515,6/25/2024,2024-05,6/25/2024
34767,TOI-663 d,TOI-663,1,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,7.1027268,0.0000297,-0.0000279,0,0.0576,0.0021,-0.0022,0,1.92,0.13,-0.13,0,0.171,0.012,-0.012,0,5.2,,,1,0.01636,,,1,Mass,,,,,12.9,2.4,-2.1,0,482,21,-21,0,0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,M1 V,3681,70,-70,0,0.51,0.01,-0.01,0,0.51,0.01,-0.01,0,0.07,0.12,-0.12,0,[Fe/H],4.73,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h40m15.80s,160.0658525,-08d30m39.90s,-8.5110827,64.2308,0.1799,-0.1799,13.667,0.023,-0.023,9.607,0.021,-0.021,12.8191,0.000515,-0.000515,6/25/2024,2024-05,6/25/2024
34770,TOI-6651 b,TOI-6651,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BALIWAL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...691A..12B/abstract target=ref>Baliwal et al. 2024</a>,5.056973,0.000016,-0.000018,0,0.0633,0.00078,-0.00072,0,5.09,0.27,-0.26,0,0.454,0.024,-0.023,0,61,7.6,-7.9,0,0.19193,0.02391,-0.02486,0,Mass,0.091,0.096,-0.062,0,817,35,-37,0,1493,14,-15,0,0,<a refstr=BALIWAL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...691A..12B/abstract target=ref>Baliwal et al. 2024</a>,,5940,110,-110,0,1.72,0.07,-0.06,0,1.32,0.05,-0.04,0,0.225,0.044,-0.045,0,[Fe/H],4.09,0.04,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h03m09.26s,15.7885904,+35d23m20.55s,35.3890405,212.128,2.568,-2.508,10.242,0.005,-0.005,8.684,0.016,-0.016,10.0418,0.000559,-0.000559,11/20/2024,2024-11,11/21/2024
34772,TOI-669 b,TOI-669,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.945152,0.000018,-0.000018,0,0.048,0.001,-0.001,0,2.586,0.13,-0.11,0,0.231,0.012,-0.01,0,10,1.4,-1.4,0,0.03146,0.0044,-0.0044,0,Mass,0,,,0,,,,,1125,19,-19,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5597,72,-72,0,0.99,0.02,-0.02,0,0.92,0.03,-0.03,0,0.001,0.059,-0.06,0,[Fe/H],4.41,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h35m36.17s,158.9007013,-05d10m52.94s,-5.1813735,142.867,0.855,-0.846,10.606,0.009,-0.009,9.134,0.019,-0.019,10.6364,0.000378,-0.000378,7/23/2024,2024-06,7/23/2024
